"name","image","rarity","team","idol","level","master","number","life","total_min","dance_min","total_MAX","dance_MAX","total_MM","dance_MM","vocal_min","visual_min","vocal_MAX","visual_MAX","vocal_MM","visual_MM","get_card","center","skill_type","skill","date","evol","gasya"
"ぽかぽかサービス　佐竹美奈子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567236635.jpg","SR","プリンセス","佐竹美奈子","60","4","1329","35","6245","1452","12286","2856","14006","3256","2697","2096","5306","4124","6050","4700","プラチナガシャ
湯ったり♪秋薫る温泉郷ガシャ
","Princessハーモニー
Princessタイプのボーカル値が60％アップ
","スコアアップ

","ふれあいの湯
7秒ごとに36％の確率で3秒間、Perfectのスコアが26％アップ
","2019-08-31","ぽかぽかサービス　佐竹美奈子＋

","△
期間限定
"
"秋の匂いに包まれて　田中琴葉","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567236572.jpg","SSR","プリンセス","田中琴葉","80","4","1327","40","7550","1784","14914","3524","16930","4000","2515","3251","4968","6422","5640","7290","プラチナガシャ
湯ったり♪秋薫る温泉郷ガシャ
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","マルチアップ

","金木犀は芳しく
9秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-08-31","秋の匂いに包まれて　田中琴葉＋

","○

"
"酔いしれる芳香　豊川風花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567236494.jpg","SSR","エンジェル","豊川風花","80","4","1325","40","7651","2534","15114","5006","17154","5682","3572","1545","7056","3052","8008","3464","プラチナガシャ
湯ったり♪秋薫る温泉郷ガシャ
","Angelハーモニー
Angelタイプのボーカル値が90％アップ
","オーバークロック

","美酒と淑女
11秒ごとに31％の確率でライフを18消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-08-31","酔いしれる芳香　豊川風花＋

","△
期間限定
"
"酔いしれる芳香　豊川風花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567240053.jpg","SSR＋","エンジェル","豊川風花","90","4","1326","40","7662","2538","17002","5632","19042","6308","3577","1547","7937","3433","8889","3845","覚醒
酔いしれる芳香　豊川風花を覚醒
","Angelハーモニー
Angelタイプのボーカル値が90％アップ
","オーバークロック

","美酒と淑女
11秒ごとに31％の確率でライフを18消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-08-31","NULL","NULL"
"秋の匂いに包まれて　田中琴葉＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567240120.jpg","SSR＋","プリンセス","田中琴葉","90","4","1328","40","7561","1786","16778","3964","18794","4440","2519","3256","5590","7224","6262","8092","覚醒
秋の匂いに包まれて　田中琴葉を覚醒
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","マルチアップ

","金木犀は芳しく
9秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-08-31","NULL","NULL"
"ぽかぽかサービス　佐竹美奈子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567240222.jpg","SR＋","プリンセス","佐竹美奈子","70","4","1330","35","6260","1455","14334","3332","16054","3732","2704","2101","6191","4811","6935","5387","覚醒
ぽかぽかサービス　佐竹美奈子を覚醒
","Princessハーモニー
Princessタイプのボーカル値が60％アップ
","スコアアップ

","ふれあいの湯
7秒ごとに36％の確率で3秒間、Perfectのスコアが26％アップ
","2019-08-31","NULL","NULL"
"制服シリーズ　木下ひなた＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567240270.jpg","SR＋","エンジェル","木下ひなた","70","4","1332","35","6006","1985","13751","4545","15399","5089","2602","1419","5967","3249","6673","3637","覚醒
制服シリーズ　木下ひなたを覚醒
","Angelディーヴァ
Angelタイプのみ編成時、ボーカル値が65％アップ
","ダブルブースト

","変わらないもの
13秒ごとに31％の確率で7秒間、Perfectのスコアが7％アップ、コンボボーナスが3％アップ
","2019-08-31","NULL","NULL"
"魅裏怨　矢吹可奈","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567493762.jpg","SR","プリンセス","矢吹可奈","60","4","1333","35","6651","2854","13084","5614","14912","6398","2224","1573","4376","3094","4988","3526","シアター
【イベント】プラチナスターシアター～赤い世界が消える頃～
","Princessステップ
Princessタイプのダンス値が60%アップ
","コンボボーナス

","恐怖の入り口へ…
11秒ごとに31%の確率で6秒間、コンボボーナスが20%アップ
","2019-09-03","魅裏怨　矢吹可奈＋

","×

"
"魅裏怨　矢吹可奈＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567494020.jpg","SR＋","プリンセス","矢吹可奈","70","4","1334","35","6666","2860","15263","6549","17091","7333","2230","1576","5105","3609","5717","4041","覚醒
魅裏怨　矢吹可奈を覚醒
","Princessステップ
Princessタイプのダンス値が60%アップ
","コンボボーナス

","恐怖の入り口へ…
11秒ごとに31%の確率で6秒間、コンボボーナスが20%アップ
","2019-09-03","NULL","NULL"
"魅裏怨　北上麗花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567494251.jpg","SR","エンジェル","北上麗花","60","4","1335","35","6233","1457","12262","2866","13978","3266","2710","2066","5332","4064","6080","4632","シアター
【イベント】プラチナスターシアター～赤い世界が消える頃～
","Angelハーモニー
Angelタイプのボーカル値が60%アップ
","スコアアップ

","強い、願い
9秒ごとに31%の確率で5秒間、Perfectのスコアが26%アップ
","2019-09-03","魅裏怨　北上麗花＋

","×

"
"魅裏怨　北上麗花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1567494629.jpg","SR＋","エンジェル","北上麗花","70","4","1336","35","6248","1460","14306","3344","16022","3744","2717","2071","6220","4742","6968","5310","覚醒
魅裏怨　北上麗花を覚醒
","Angelハーモニー
Angelタイプのボーカル値が60%アップ
","スコアアップ

","強い、願い
9秒ごとに31%の確率で5秒間、Perfectのスコアが26%アップ
","2019-09-03","NULL","NULL"
"アクティビティボール　松田亜利沙","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568184178.jpg","SSR","プリンセス","松田亜利沙","80","4","1337","40","7636","1543","15084","3048","17120","3460","2521","3572","4980","7056","5652","8008","プラチナガシャ
全力投球！スポーツパークガシャ
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","オーバークロック

","キャッチング・ハート♡
11秒ごとに31秒の確率でライフを18消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-09-11","アクティビティボール　松田亜利沙＋

","△
期間限定
"
"アクティビティボール　松田亜利沙＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568185095.jpg","SSR＋","プリンセス","松田亜利沙","90","4","1338","40","7647","1545","16970","3429","19006","3841","2525","3577","5602","7939","6274","8891","覚醒
アクティビティボール　松田亜利沙を覚醒
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","オーバークロック

","キャッチング・ハート♡
11秒ごとに31%の確率でライフを18消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-09-11","NULL","NULL"
"スポーツ☆スマイル　高槻やよい","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568185805.jpg","SSR","エンジェル","高槻やよい","80","4","1339","40","7479","2488","14772","4914","16764","5578","3247","1744","6414","3444","7278","3908","プラチナガシャ
全力投球！スポーツパークガシャ
","Angelハーモニー
Angelタイプのボーカル値が90％アップ
","マルチアップ

","いっぱい汗かいて♪
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-11","スポーツ☆スマイル　高槻やよい＋

","○

"
"スポーツ☆スマイル　高槻やよい＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568185843.jpg","SSR＋","エンジェル","高槻やよい","90","4","1340","40","7489","2491","16619","5529","18611","6193","3252","1746","7215","3875","8079","4339","覚醒
スポーツ☆スマイル　高槻やよいを覚醒
","Angelハーモニー
Angelタイプのボーカル値が90％アップ
","マルチアップ

","いっぱい汗かいて♪
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-11","NULL","NULL"
"爽快ポケバイレース！　永吉昴","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568186107.jpg","SR","フェアリー","永吉昴","60","4","1341","35","6002","2600","11806","5114","13458","5830","1991","1411","3916","2776","4464","3164","プラチナガシャ
全力投球！スポーツパークガシャ
","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","とっておきのラブサイン
9秒ごとに31％の確率で5秒間、Perfectのスコアが26％アップ
","2019-09-11","爽快ポケバイレース！　永吉昴＋

","○

"
"爽快ポケバイレース！　永吉昴＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568187061.jpg","SR＋","フェアリー","永吉昴","70","4","1342","35","6015","2606","13775","5967","15427","6683","1995","1414","4569","3239","5117","3627","覚醒
爽快ポケバイレース！　永吉昴を覚醒
","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","とっておきのラブサイン
9秒ごとに31％の確率で5秒間、Perfectのスコアが26％アップ
","2019-09-11","NULL","NULL"
"制服シリーズ　星井美希","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568187650.jpg","SR","エンジェル","星井美希","60","4","1343","35","6017","2016","11838","3966","13494","4522","2587","1414","5090","2782","5802","3170","プラチナガシャ
全力投球！スポーツパークガシャ
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","告白スポット
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-11","制服シリーズ　星井美希＋

","○

"
"制服シリーズ　星井美希＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568188239.jpg","SR＋","エンジェル","星井美希","70","4","1344","35","6031","2021","13811","4627","15467","5183","2593","1417","5939","3245","6651","3633","覚醒
制服シリーズ　星井美希を覚醒
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","告白スポット
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-11","NULL","NULL"
"視線をクギづけ　所恵美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568188522.jpg","R","フェアリー","所恵美","40","4","1345","30","4448","1910","8678","3726","9982","4286","1490","1048","2908","2044","3344","2352","プラチナガシャ
全力投球！スポーツパークガシャ
","Fairyテクニック
Fairyタイプのスキル発動率が10％アップ
","判定強化

","ぷるるんサーブ
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2019-09-11","視線をクギづけ　所恵美＋

","○

"
"視線をクギづけ　所恵美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568188937.jpg","R＋","フェアリー","所恵美","50","4","1346","30","4470","1919","10847","4657","12151","5217","1498","1053","3636","2554","4072","2862","覚醒
視線をクギづけ　所恵美を覚醒
","Fairyテクニック
Fairyタイプのスキル発動率が10％アップ
","判定強化

","ぷるるんサーブ
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2019-09-11","NULL","NULL"
"月明かりのティータイム　篠宮可憐","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568268849.jpg","SR","エンジェル","篠宮可憐","60","4","1347","35","6001","2599","11804","5112","13456","5828","1989","1413","3912","2780","4460","3168","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201909
","Angelステップ
Angelタイプのダンス値が60%アップ
","スコアアップ

","安らかな夜
9秒ごとに31%の確率5秒間、Perfectのスコアが26%アップ
","2019-09-12","月明かりのティータイム　篠宮可憐＋

","×

"
"月明かりのティータイム　篠宮可憐＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568269095.jpg","SR＋","エンジェル","篠宮可憐","70","4","1348","35","6014","2605","13773","5965","15425","6681","1993","1416","4565","3243","5113","3631","覚醒
月明かりのティータイム　篠宮可憐を覚醒
","Angelステップ
Angelタイプのダンス値が60%アップ
","スコアアップ

","安らかな夜
9秒ごとに31%の確率5秒間、Perfectのスコアが26%アップ
","2019-09-12","NULL","NULL"
"すやすや抱きまくら　舞浜歩","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568269347.jpg","SR","フェアリー","舞浜歩","60","4","1349","35","6014","2598","11830","5110","13490","5826","1404","2012","2762","3958","3150","4514","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201909
","Fairyチャージ
Fairyタイプのライフが30%アップ
","ダメージガード

","可愛いねごと
11秒ごとに31%の確率で5秒間、ライフが減少しない
","2019-09-12","すやすや抱きまくら　舞浜歩＋

","×

"
"すやすや抱きまくら　舞浜歩＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568269670.jpg","SR＋","フェアリー","舞浜歩","70","4","1350","35","6028","2604","13801","5961","15461","6677","1407","2017","3222","4618","3610","5174","覚醒
すやすや抱きまくら　舞浜歩を覚醒
","Fairyチャージ
Fairyタイプのライフが30%アップ
","ダメージガード

","可愛いねごと
11秒ごとに31%の確率で5秒間、ライフが減少しない
","2019-09-12","NULL","NULL"
"月より団子？　春日未来","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568269892.jpg","R","プリンセス","春日未来","40","4","1351","30","4432","1036","8648","2022","9944","2326","1930","1466","3766","2860","4330","3288","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201909
","Princessハーモニー
Princessタイプのボーカル値が30%アップ
","スコアアップ

","月夜の犯行
7秒ごとに31%の確率で5秒間、Perfectのスコアが20%アップ
","2019-09-12","月より団子？　春日未来＋

","○

"
"月より団子？　春日未来＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568270139.jpg","R＋","プリンセス","春日未来","50","4","1352","30","4453","1041","10810","2527","12106","2831","1939","1473","4708","3575","5272","4003","覚醒
月より団子？　春日未来を覚醒
","Princessハーモニー
Princessタイプのボーカル値が30%アップ
","スコアアップ

","月夜の犯行
7秒ごとに31%の確率で5秒間、Perfectのスコアが20%アップ
","2019-09-12","NULL","NULL"
"おとぎの国の物語［少女］　箱崎星梨花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568874851.jpg","SR","エンジェル","箱崎星梨花","60","4","1359","35","6638","2224","13060","4376","14888","4988","2874","1540","5654","3030","6446","3454","ツアー
【イベント】プラチナスターツアー～Girl meets Wonder～
","Angelハーモニー
Angelタイプのボーカル値が60%アップ
","コンボボーナス

","素敵な出会い
11秒ごとに31%の確率で6秒間、コンボボーナスが20%アップ
","2019-09-19","おとぎの国の物語［少女］　箱崎星梨花＋

","×

"
"おとぎの国の物語［少女］　箱崎星梨花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568875137.jpg","SR＋","エンジェル","箱崎星梨花","70","4","1360","35","6655","2230","15235","5105","17063","5717","2881","1544","6596","3534","7388","3958","覚醒
おとぎの国の物語［少女］　箱崎星梨花を覚醒
","Angelハーモニー
Angelタイプのボーカル値が60%アップ
","コンボボーナス

","素敵な出会い
11秒ごとに31%の確率で6秒間、コンボボーナスが20%アップ
","2019-09-19","NULL","NULL"
"おとぎの国の物語［妖精］　周防桃子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568875365.jpg","SR","フェアリー","周防桃子","60","4","1361","35","6255","1464","12304","2880","14028","3284","2073","2718","4078","5346","4650","6094","ツアー
【イベント】プラチナスターツアー～Girl meets Wonder～
","Fairyテクニック
Fairyタイプのスキル発動率が20%アップ
","判定強化

","がんばりとうっかり
11秒ごとに26%の確率で4秒間、Great/GoodをPerfectにする
","2019-09-19","おとぎの国の物語［妖精］　周防桃子＋

","×

"
"おとぎの国の物語［妖精］　周防桃子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568875624.jpg","SR＋","フェアリー","周防桃子","70","4","1362","35","6269","1467","14356","3361","16080","3765","2078","2724","4757","6238","5329","6986","覚醒
おとぎの国の物語［妖精］　周防桃子を覚醒
","Fairyテクニック
Fairyタイプのスキル発動率が20%アップ
","判定強化

","がんばりとうっかり
11秒ごとに26%の確率で4秒間、Great/GoodをPerfectにする
","2019-09-19","NULL","NULL"
"おとぎの国の物語［オオカミ］　我那覇響","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568883416.jpg","SSR","プリンセス","我那覇響","80","4","1353","40","7551","1765","14916","3486","16932","3958","3268","2518","6456","4974","7328","5646","プラチナガシャ
THE＠TER CHALLENGE‼ おとぎの国の物語ガシャ
","Princessハーモニー
Princessタイプのボーカル値が90％アップ
","マルチアップ

","ずっと欲しかったもの
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-19","おとぎの国の物語［オオカミ］　我那覇響＋

","○

"
"おとぎの国の物語［オオカミ］　我那覇響＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568883740.jpg","SSR＋","プリンセス","我那覇響","90","4","1354","40","7562","1767","16780","3922","18796","4394","3273","2522","7262","5596","8134","6268","覚醒
おとぎの国の物語［オオカミ］　我那覇響を覚醒
","Princessハーモニー
Princessタイプのボーカル値が90％アップ
","マルチアップ

","ずっと欲しかったもの
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-19","NULL","NULL"
"おとぎの国の物語［旅人］　永吉昴","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568884222.jpg","SSR","フェアリー","永吉昴","80","4","1355","40","7539","2523","14892","4984","16904","5656","1766","3250","3488","6420","3960","7288","プラチナガシャ
THE＠TER CHALLENGE‼ おとぎの国の物語ガシャ
","Fairyコーデ
Fairyタイプのビジュアル値が90％アップ
","マルチアップ

","記憶の欠片を集めて
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-19","おとぎの国の物語［旅人］　永吉昴＋

","○

"
"おとぎの国の物語［旅人］　永吉昴＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568884552.jpg","SSR＋","フェアリー","永吉昴","90","4","1356","40","7550","2527","16755","5608","18767","6280","1768","3255","3924","7223","4396","8091","覚醒
おとぎの国の物語［旅人］　永吉昴を覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が90％アップ
","マルチアップ

","記憶の欠片を集めて
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-09-19","NULL","NULL"
"おとぎの国の物語［魔法使い］　徳川まつり","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568884822.jpg","SR","プリンセス","徳川まつり","60","4","1357","35","6008","1403","11818","2760","13474","3148","2599","2006","5112","3946","5828","4498","プラチナガシャ
THE＠TER CHALLENGE‼ おとぎの国の物語ガシャ
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","ウフフフ…♪
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-19","おとぎの国の物語［魔法使い］　徳川まつり＋

","○

"
"おとぎの国の物語［魔法使い］　徳川まつり＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1568885074.jpg","SR＋","プリンセス","徳川まつり","70","4","1358","35","6002","1406","13786","3220","15442","3608","2605","2011","5963","4603","6679","5155","覚醒
おとぎの国の物語［魔法使い］　徳川まつりを覚醒
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","ウフフフ…♪
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-19","NULL","NULL"
"超ビーチバレー［プチキング］　ロコ","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569173326.jpg","SR","フェアリー","ロコ","60","4","1363","35","5993","1396","11790","2746","13442","3130","2012","2585","3958","5086","4514","5798","専用チケット
THE＠TER BOOST！スペシャルガシャ
","Fairyコーデ
Fairyタイプのビジュアル値が60％アップ
","スコアアップ

","エクスプロージョン！
11秒ごとに36％の確率で5秒間、Perfectのスコアが26％アップ
","2019-09-22","超ビーチバレー［プチキング］　ロコ＋

","×

"
"三姉妹カフェ［黒ネコ］　北沢志保","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569173375.jpg","SR","フェアリー","北沢志保","60","4","1365","35","6007","1999","11816","3932","13472","4484","1408","2600","2770","5114","3158","5830","専用チケット
THE＠TER BOOST！スペシャルガシャ
","Fairyコーデ
Fairyタイプのビジュアル値が60％アップ
","スコアアップ

","くろねこのきもち
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2019-09-22","三姉妹カフェ［黒ネコ］　北沢志保＋

","×

"
"劇場サスペンス［警部］　七尾百合子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569173417.jpg","SR","プリンセス","七尾百合子","60","4","1367","35","5980","1979","11764","3894","13412","4438","2017","1984","3968","3902","4524","4450","専用チケット
THE＠TER BOOST！スペシャルガシャ
","Princessシャイン
Princessタイプの全アピール値が20％アップ
","ライフ回復

","立ちはだかる難事件
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-22","劇場サスペンス［警部］　七尾百合子＋

","×

"
"おいしく召し上がれ…♡　周防桃子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569575751.jpg","SSR","フェアリー","周防桃子","80","4","1369","40","7784","3880","15376","7664","17452","8700","2598","1306","5132","2580","5824","2928","プラチナガシャ
ミリオンフェス（2019.09.27）
","トリプル・ステップ
3タイプ編成時、ダンス値が105%アップ
","ダブルブースト

","吸血鬼のプロ意識
11秒ごとに31%の確率で6秒間、Perfectのスコアが10%アップ、コンボボーナスが5%アップ
","2019-09-27","おいしく召し上がれ…♡　周防桃子＋

","△
フェス限定
"
"おいしく召し上がれ…♡　周防桃子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569576227.jpg","SSR＋","フェアリー","周防桃子","90","4","1370","40","7795","3885","17298","8622","19374","9658","2602","1308","5774","2902","6466","3250","覚醒
おいしく召し上がれ…♡　周防桃子を覚醒
","トリプル・ステップ
3タイプ編成時、ダンス値が105%アップ
","ダブルブースト

","吸血鬼のプロ意識
11秒ごとに31%の確率で6秒間、Perfectのスコアが10%アップ、コンボボーナスが5%アップ
","2019-09-27","NULL","NULL"
"チュッ！てしちゃうぞ♪　中谷育","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569576485.jpg","SSR","プリンセス","中谷育","80","4","1371","40","7799","2589","15406","5114","17490","5806","3883","1327","7670","2622","8706","2978","プラチナガシャ
ミリオンフェス（2019.09.27）
","トリプル・ハーモニー
3タイプ編成時、ボーカル値が105%アップ
","ダブルブースト

","イノセント・ヴァンプ
11秒ごとに31%の確率で6秒間、Perfectのスコアが10%アップ、コンボボーナスが5%アップ
","2019-09-27","チュッ！てしちゃうぞ♪　中谷育＋

","△
フェス限定
"
"チュッ！てしちゃうぞ♪　中谷育＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569576761.jpg","SSR＋","プリンセス","中谷育","90","4","1372","40","7810","2593","17333","5754","19417","6446","3888","1329","8629","2950","9665","3306","覚醒
チュッ！てしちゃうぞ♪　中谷育を覚醒
","トリプル・ハーモニー
3タイプ編成時、ボーカル値が105%アップ
","ダブルブースト

","イノセント・ヴァンプ
11秒ごとに31%の確率で6秒間、Perfectのスコアが10%アップ、コンボボーナスが5%アップ
","2019-09-27","NULL","NULL"
"超ビーチバレー［プチキング］　ロコ＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569595740.jpg","SR＋","フェアリー","ロコ","70","4","1364","35","6007","1399","13756","3204","15408","3588","2017","2591","4618","5934","5174","6646","覚醒
超ビーチバレー［プチキング］　ロコを覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が60％アップ
","スコアアップ

","エクスプロージョン！
11秒ごとに36％の確率で5秒間、Perfectのスコアが26％アップ
","2019-09-22","NULL","NULL"
"三姉妹カフェ［黒ネコ］　北沢志保＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1570036183.jpg","SR＋","フェアリー","北沢志保","70","4","1366","35","6020","2003","13787","4588","15443","5140","1411","2606","3232","5967","3620","6683","覚醒
三姉妹カフェ［黒ネコ］　北沢志保を覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が60％アップ
","スコアアップ

","くろねこのきもち
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2019-09-22","NULL","NULL"
"劇場サスペンス［警部］　七尾百合子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1570036084.jpg","SR＋","プリンセス","七尾百合子","70","4","1368","35","5994","1984","13725","4542","15373","5086","2022","1988","4630","4553","5186","5101","覚醒
劇場サスペンス［警部］　七尾百合子を覚醒
","Princessシャイン
Princessタイプの全アピール値が20％アップ
","ライフ回復

","立ちはだかる難事件
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2019-09-22","NULL","NULL"
"いたずら大作戦　大神環","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569915878.jpg","SSR","エンジェル","大神環","80","4","1373","40","7698","1550","15206","3062","17258","3474","2561","3587","5058","7086","5742","8042","プラチナガシャ
ドキドキ♡ハロウィンパーティーガシャ
","Angelコーデ
Angelタイプのビジュアル値が90%アップ
","オーバークロック

","びっくりさせちゃうぞ！
12秒ごとに31％の確率でライフを20消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-10-01","いたずら大作戦　大神環＋

","△
期間限定
"
"いたずら大作戦　大神環＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569933741001.jpg","SSR＋","エンジェル","大神環","90","4","1374","40","7708","1552","17106","3444","19158","3856","2564","3592","5690","7972","6374","8928","覚醒
いたずら大作戦　大神環を覚醒
","Angelコーデ
Angelタイプのビジュアル値が90%アップ
","オーバークロック

","びっくりさせちゃうぞ！
12秒ごとに31％の確率でライフを20消費し6秒間、Perfect/Greatのスコアが32％アップ
","2019-10-01","NULL","NULL"
"私のお気に入り　四条貴音","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1569928964001.jpg","SSR","フェアリー","四条貴音","80","4","1375","40","7552","1754","14918","3464","16930","3932","3272","2526","6464","4990","7336","5662","プラチナガシャ
ドキドキ♡ハロウィンパーティーガシャ
","Fairyハーモニー
Fairyタイプのボーカル値が90％アップ
","マルチアップ

","心、望むままに
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが29％アップしPerfectでライフが1回復
","2019-10-01","私のお気に入り　四条貴音＋

","○

"
